Country_Region,Confirmed,Deaths,Incident_Rate
US,21401,415,39618.27538968492
US,14101,189,36308.15974457347
US,2717,40,28606.02232048852
US,5950,159,28188.36460109911
US,1530296,18846,34117.16287504342
US,67291,1669,31713.96119350932
US,48374,971,43610.039306191626
US,0,0,
US,317052,4301,30273.881172065896
US,156974,1814,33919.12945208292
US,19628,245,42212.56828250678
US,0,0,
US,60313,1388,25654.29882730254
US,71174,1257,33292.014949459044
US,7009,95,40083.49536772275
US,6249,82,31790.20196367706
US,10722,283,25569.970428312507
US,77394,1002,27725.77299644265
US,11277,203,30126.62962171404
US,3595,57,33401.46799219548
US,1194,14,23010.21391404895
US,7284,123,25665.96194503171
US,3126,65,30895.43388021348
US,6412,92,28727.598566308243
US,5146,101,35365.26699195932
US,8055,148,32324.73213210803
US,2677,42,33647.56158873806
US,6794,105,28963.63558852368
US,6606,84,31689.53276407944
US,47352,388,42917.73918718051
US,18657,295,29493.9690469039
US,16702,246,34828.48503805651
US,5745,104,34989.950666910285
US,2071,41,29547.724354401485
US,3656,44,32180.265821670622
US,5638,84,30945.716010758
US,42997,358,34122.707468632696
US,4488,82,25334.46232006773
US,3108,99,24909.83409473431
US,27083,581,27250.31694604874
US,5252,65,28754.44839857651
US,19801,201,43686.70711527854
US,5638,83,26184.283856585545
US,13058,161,38666.3113322081
US,4657,64,35274.958339645505
US,12797,231,33832.12161269002
US,4712,78,34573.33626825152
US,7280,76,43543.27411926551
US,22364,316,33467.01783790255
US,8197,103,30841.29731356761
US,1507,30,22750.6038647343
US,6526,90,39778.12995245642
US,3344,68,37755.44766851078
US,5502,70,42245.085995086
US,3888,109,31715.474345378905
US,6069,91,28272.617162023664
US,23994,270,32729.951302022942
US,4857,69,29301.39961389961
US,4100,95,24559.722055828443
US,11628,210,26881.198418753032
US,16411,235,40370.47059112937
US,2309,39,34457.54365020146
US,1770,67,19697.30692187848
US,2770,47,33567.619970916145
US,2051,54,26454.275764220303
US,6776,126,28979.55692412968
US,3017,43,28857.006217121
US,5887,106,33106.512203351704
US,2964,49,27654.41313677925
US,10113,139,42982.82896973818
US,4652,160,23301.943498296936
US,20964,230,32719.440629292047
US,2416,46,29967.74993798065
US,127945,1322,32646.44268724277
US,6456,107,35950.55128633478
US,37142,395,30335.601166314103
US,2852,49,27740.49217002237
US,2562,53,32508.5649029311
US,39338,587,30774.406033154184
US,7125,84,41894.514023637326
US,5714,123,32760.004586629973
US,8565,110,34268.22437384973
US,3702,80,29601.79114025268
US,33605,0,
US,11292,204,29191.87218861486
US,4340,67,26231.489876095497
US,80947,709,33842.55833301977
US,27120,340,34436.78336063388
US,2274,33,35981.012658227846
US,7596,118,35593.458600815335
US,402160,2192,24062.28815511488
US,143,0,12666.07617360496
US,11553,99,29062.688669752464
US,51967,487,23709.08725922276
US,9650,140,21021.67519878009
US,5346,22,24810.87854457697
US,295633,1559,25628.637759356963
US,8405,60,30220.768013806988
US,39170,245,20311.859906763533
US,329460,3001,32975.64510494935
US,7811,58,27510.30183495932
US,29324,170,21632.068929904544
US,88972,978,49097.48089286207
US,6072,63,33660.402461333775
US,310792,2625,34524.695568328
US,67356,481,44040.800313848566
US,14941,157,23205.355201441307
US,11319,66,37022.8633107644
US,3710586,35545,36961.31538392807
US,55217,388,35096.963648960445
US,54908,317,21214.252045775927
US,4545,42,26419.810498168925
US,21739,143,25059.65486633852
US,89409,903,32198.5738980121
US,1327,11,15009.614297025224
US,3633,8,25152.312378842427
US,122120,804,28134.294488562668
US,35992,170,26129.63178069462
US,22495,133,22550.248107864267
US,788663,7971,24834.36680887189
US,0,0,
US,91376,682,22939.8311446066
US,4290,15,22810.655606954857
US,776620,6853,31435.15643910293
US,409095,3719,26358.22888062173
US,18800,117,29932.492676092217
US,745179,8170,34181.190182951585
US,1067659,5799,31981.82923797228
US,209846,1178,23804.235499104416
US,227031,2421,29788.30883240525
US,74632,561,26361.391821582347
US,194587,912,25384.014307835
US,119952,763,26865.00977605773
US,497526,2727,25807.27151254349
US,72428,276,26509.71952286312
US,44785,607,24869.502443358502
US,372,5,12379.36772046589
US,8908,96,20459.81763476424
US,122718,482,27414.256449894223
US,119546,556,24183.1466856551
US,168343,1845,30571.132822431264
US,28309,241,29193.263965515463
US,17875,234,27464.507405814024
US,1981,24,16125.356125356126
US,168754,1578,36198.15742339579
US,17914,203,32882.99864165351
US,4384,0,
US,239184,1679,28272.13991390132
US,54973,443,24931.06575963719
US,21924,135,27869.019169166622
US,166371,1466,32153.8940244018
US,5953,68,36672.21092835582
US,197066,1368,30013.554882042063
US,3534,24,25190.67645591275
US,1027,17,28679.139905054453
US,3004,50,53864.08463331541
US,91179,447,27952.21278004636
US,18376,133,26078.19484850635
US,5662,56,27814.89487129102
US,392,12,21409.06608410705
US,1931,13,19907.21649484536
US,2303,58,28068.251066422912
US,961,19,24723.43709801904
US,3558,33,58703.18429302095
US,837,23,16515.390686661405
US,7202,161,23111.48193312368
US,224919,1524,30928.987597822364
US,424,8,20632.60340632604
US,100968,498,28753.196603199736
US,18833,39,34162.932864113776
US,237195,1904,32925.32096618143
US,5836,48,21833.963111227506
US,18767,210,39229.498944375926
US,18041,104,30037.79490850968
US,1171,7,18757.007848790647
US,4053,30,25759.501716028983
US,3970,16,22735.081892108577
US,161,0,19634.146341463416
US,1764,41,25576.337538060023
US,195,0,14008.620689655172
US,160677,1554,27566.004038560182
US,392,6,27880.512091038407
US,1877,32,26447.79484289136
US,15836,99,28167.410753988723
US,2203,2,27107.173618801527
US,109313,606,30628.55317610865
US,4408,51,30387.42589273404
US,2382,11,41782.14348359937
US,8661,119,38649.64969431925
US,51841,639,33617.145451008364
US,303,4,39401.82054616385
US,3738,55,28141.23315516073
US,7673,90,29305.27441469656
US,11179,183,26144.81500537911
US,6973,148,23988.57850557314
US,5320,137,29106.029106029106
US,1118,6,22576.73667205169
US,0,0,
US,3499,24,18567.25921995224
US,1123,20,26330.597889800705
US,8081,9,45483.19918950864
US,3226,52,26503.450542228064
US,61961,880,36788.69994775092
US,2236,15,35357.3687539532
US,3634,47,32253.48362474483
US,7882,34,30743.427724471487
US,1524,12,22332.94255568581
US,316,0,43406.593406593405
US,2713,8,33170.31421934222
US,582,12,25889.679715302493
US,12072,15,38928.12227919125
US,5913,67,23290.53095950843
US,261,25,
US,1262,35,25713.12143439283
US,106227,780,32736.40028105469
US,2342,27,23375.586385866853
US,264399,3017,28028.202160003053
US,237105,3494,26589.62454582156
US,41816,532,23188.212917214263
US,38840,547,23910.95569947549
US,257919,3165,30174.540834412583
US,73980,784,27895.29648650483
US,27913,317,18519.648887679887
US,3271,9,
US,31414,355,26899.69344590776
US,64447,724,35648.2249731727
US,186969,1608,33461.83376196638
US,78267,992,33415.30579570925
US,1110,0,
US,49,0,
US,177945,1432,25213.63827649773
US,89806,833,33379.79430797308
US,10746,154,36788.770968846286
US,56189,894,32162.21630748977
US,9245,177,32782.5254423602
US,175277,2513,29118.58617607677
US,774980,6770,39686.026778261534
US,4939,111,35015.95179014534
US,48860,1009,25864.16812238632
US,39070,1146,26106.363217223385
US,67269,979,30681.13403754584
US,106604,1174,27696.4006422414
US,25731,472,35894.03788745362
US,11287,175,29701.849951317072
US,4938,89,29347.4384880542
US,319149,3872,33322.61382086233
US,98081,1479,30812.463086995314
US,29013,438,25210.938382530567
US,3580,58,29525.77319587629
US,17803,246,38990.36355672361
US,5663,109,30475.729200301368
US,2311,38,16733.03888205054
US,5043,90,36974.85152870445
US,4585,64,31778.486276684223
US,10362,141,38467.53536028511
US,13827,174,32904.19304174004
US,53794,1286,27740.305280528053
US,30739,807,28938.722098266822
US,479640,4409,32584.94749885867
US,6384,107,32543.20232451445
US,42698,763,26699.098941365533
US,18364,301,39565.64829577283
US,5046,70,35420.468903551875
US,3157,65,37485.15791973403
US,109346,1811,29784.97376865204
US,243110,2557,31549.0859446882
US,114380,794,38960.15423288894
US,12803,192,30848.372406813964
US,2997,31,35875.02992578405
US,7053,108,38138.75520467204
US,123507,1743,30627.67046990351
US,105662,2497,28902.644845573734
US,40724,768,25294.4099378882
US,1552197,12285,57130.3378065029
US,22919,138,30876.488656571644
US,27713,355,31269.95768688293
US,62183,768,29507.25545464036
US,12495,200,29631.474103585657
US,475796,3301,34145.13022335897
US,144497,1273,38455.5197457891
US,481679,6031,32181.230249136475
US,159816,2280,28850.41348721087
US,277006,4065,28410.98835277273
US,260300,3450,35914.49507917608
US,21209,469,28460.43397163216
US,59416,695,32236.46731375432
US,122219,2063,28177.81077230243
US,132095,1282,27996.549575479097
US,78720,706,29742.47370330069
US,96060,1413,29260.090710545635
US,30228,720,22827.367467149976
US,16028,360,36085.28266204381
US,8109,116,37595.62334832399
US,3307,396,
US,5131,126,33674.60786244011
US,151166,2341,27321.59252752655
US,12188,143,36124.36646017961
US,20605,236,27817.904443034386
US,7746,124,30408.66800141326
US,5266,136,28641.35755466116
US,2449,58,29993.87630128597
US,4098,82,36707.273378717306
US,654,15,21527.32060566161
US,11199,262,24947.64981064825
US,4586,101,23843.19434335032
US,26052,291,31297.45314752523
US,35396,488,32853.77489836455
US,4991,125,29886.22754491018
US,5876,96,30293.34433159767
US,45403,836,29644.356518389388
US,3938,111,30591.15979181232
US,4689,116,24538.175728714217
US,4061,101,26272.886071035777
US,11203,112,28271.12827112828
US,17869,283,22446.236559139787
US,6296,124,28128.49037215744
US,7680,181,30798.84504331088
US,1571,25,25383.745354661496
US,13653,140,24975.30457688508
US,2581,110,23891.511617143387
US,28396,500,23664.91099406627
US,16998,205,25152.41195620006
US,3485,65,26022.99880525687
US,79653,1042,27520.64402446187
US,7924,24,72650.59136334465
US,7581,152,30582.11303400702
US,75790,713,29288.21785889564
US,35334,264,27533.487621852863
US,625,7,22053.63443895554
US,77902,1095,26655.39800722654
US,2457,46,37126.0199456029
US,216663,2102,28503.0014168424
US,11781,308,27224.828414946965
US,13042,278,28600.87719298245
US,43298,438,27628.67389001621
US,5707,83,33045.74406485235
US,41221,527,27756.56694207085
US,2225,64,17937.762012254112
US,5596,146,25013.40961916681
US,3942,44,24460.163812360388
US,8345,108,31963.382871150607
US,192315,1980,25328.033694325142
US,8566,144,32442.05423420694
US,5942,174,28837.66076195098
US,2844,76,21239.731142643763
US,24389,577,27728.637045795625
US,43478,462,29709.65471529216
US,3126,65,30677.13444553484
US,1059,12,26435.346979530703
US,16399,217,25505.474679606818
US,5334,121,27789.934354485777
US,6781,168,29943.47787688775
US,2836,70,26619.11019335461
US,5768,180,22025.355124484497
US,29631,387,25896.47005357408
US,32150,572,32640.256654957466
US,66837,466,27363.95198401651
US,6176,116,26450.811597927102
US,276219,2667,25961.96955270848
US,8267,199,26354.04380120501
US,727,31,24469.875462807137
US,27259,442,31959.621066454063
US,19761,305,34092.43827959216
US,6835,114,27747.330816384525
US,4758,91,25965.946299934512
US,257462,2122,27499.27903871829
US,11488,290,25344.158136251324
US,63629,935,31123.40479649385
US,1945,91,22998.69930235308
US,6292,186,21119.763694951664
US,7114,125,20189.57883982291
US,5609,112,21404.312154169053
US,2583,62,21664.010735553133
US,72008,758,30699.05056680352
US,49515,545,31365.804526709868
US,2226,57,23640.61172472388
US,24990,314,34243.66581251627
US,3797,83,26703.70630846051
US,4357,77,28825.66986437314
US,4238,122,27587.5537039448
US,1789,69,20620.10142923006
US,2645,86,27429.22327076636
US,6040,127,21019.66243257352
US,5842,131,30623.26361587252
US,2698,32,25885.06188237552
US,16454,330,34606.48635006099
US,8668,113,28901.040277407308
US,15774,168,25675.91763652641
US,1838,40,23204.1408913016
US,3479,36,17787.207934966
US,36984,434,31500.945437200822
US,8941,139,26602.20172567688
US,2737,54,21140.03243994748
US,8025,123,26857.4297188755
US,1872,57,22395.023328149306
US,6165,114,28927.364864864863
US,2857,39,19870.635693420503
US,5576,159,26342.89223791752
US,2033,32,35554.38964672963
US,6277,127,28710.606961533183
US,7074,185,25650.88113713829
US,2329,57,25392.49890972525
US,5534,75,28709.27578335754
US,13523,206,33726.556264964085
US,45908,928,23450.08658163448
US,30775,498,27540.628579610537
US,10559,117,26214.00198609732
US,3758,65,24628.08834130677
US,99220,1654,
US,46667,477,27668.12713808866
US,7951,151,28864.444928483263
US,10130,194,31082.200607529685
US,6431,144,33038.78756742872
US,6495,109,34252.71595823226
US,13752,215,32271.841926172765
US,2699,84,24234.53353685912
US,5270,115,23825.670238256705
US,551,5,23966.94214876033
US,4116,106,24018.20622045866
US,1825,50,26925.346709943937
US,60659,972,29952.39929290236
US,23742,351,26119.96127442352
US,1412,11,26859.425527867606
US,3174,76,22726.62179578977
US,2510,39,31025.957972805933
US,19289,452,28917.73983179168
US,7270,183,28042.43008678881
US,3287,36,49645.06872073705
US,8733,190,29579.32529467552
US,1381,35,22292.171105730427
US,337,4,21925.82953806116
US,5725,144,22640.98710749031
US,2440,53,30423.94014962593
US,3520,90,22194.19924337957
US,2547,71,29855.81995076779
US,13776,235,30991.42876425727
US,13823,240,34009.939966538725
US,7999,216,29813.641446142377
US,3085,127,25629.309628645013
US,1882,71,27271.40994058832
US,18779,426,26857.06930579789
US,3186,65,39899.81214777709
US,1852,74,22807.88177339901
US,12410,2,
US,6138,182,25041.817959283588
US,9619,259,36546.352583586624
US,19976,291,28634.910623414227
US,26614,480,28135.274280337868
US,11350,304,31762.46711815078
US,1291,35,24571.754853444992
US,5134,141,25198.782762344163
US,8867,222,29628.763324088617
US,545,10,20905.25508247028
US,1590,39,20241.884150222788
US,8336,185,27066.69264237937
US,39243,494,37507.16825324005
US,2414,73,27955.993051534453
US,2624,55,26838.498516927484
US,2670,67,29819.07527362073
US,5532,125,27322.566306119425
US,103,3,
US,61027,420,37159.69773913256
US,42594,237,21137.09785472897
US,264197,1355,27109.27872287374
US,19155,50,26496.3412778554
US,45510,185,27183.619345705632
US,9152,14,
US,0,0,
US,160373,1139,33300.94043236217
US,819,16,19073.125291103865
US,24459,273,27855.09293002916
US,1155,19,18857.14285714286
US,2770,45,29791.3529791353
US,11205,175,23936.68154920852
US,7310,33,31753.616263411663
US,1297,14,16562.3802834887
US,10275,201,22464.417674194887
US,35614,305,29912.146612689183
US,2416,69,19730.50224581462
US,555,12,21370.81247593377
US,182,2,16455.696202531646
US,70696,738,30757.584327101707
US,1664,35,23256.464011181
US,5610,58,23345.8177278402
US,118,1,13964.497041420118
US,2693,40,30756.052992233897
US,707,9,16384.70451911935
US,9096,74,33063.13838101123
US,2594,31,18694.1481695013
US,2415,30,18436.52187189861
US,4263,86,23536.881625441696
US,3932,61,25904.20976348903
US,3601,59,21605.56788864223
US,6853,69,22941.98386394831
US,7118,68,29157.791250204817
US,47262,669,28523.14767316246
US,7725,57,19260.49665902065
US,1796,28,22374.48610938084
US,1406,32,36633.66336633663
US,1300,15,24226.61200149087
US,13800,58,34580.39942867166
US,4821,71,22914.587195208896
US,10618,161,26276.974856464065
US,956,12,21099.09512248952
US,2613,56,22100.989596549098
US,6793,92,28362.07256481984
US,1660,20,21611.76930087228
US,3119,80,24212.07886974072
US,2937,9,24188.76626585406
US,28733,315,33072.814751720805
US,0,0,
US,3146,18,27615.87078651685
US,2645,61,25946.635275652345
US,27974,234,42750.82142584244
US,1574,16,27321.64554764798
US,5310,31,32326.798977231218
US,17550,127,32776.78171223667
US,2873,17,43675.88932806324
US,10275,136,31491.35711658698
US,1900,6,40092.84659210804
US,5022,57,35106.606081789585
US,5620,38,46266.56787684202
US,86054,315,41038.87185307765
US,13026,119,40323.17979197623
US,5933,54,38423.677222977785
US,5921,76,44910.49757281553
US,14392,118,38315.3186731271
US,18977,189,37488.394144722544
US,1533935,15289,29783.798131074847
US,7889,50,42261.74532597632
US,4004,40,37191.15734720416
US,5211,42,33322.67553395575
US,32553,217,31033.299331725408
US,7943,63,40806.57590547136
US,289813,1859,31401.712605954355
US,6660,60,38808.92721869355
US,2125,29,33229.085222830334
US,12823,147,37705.833921430254
US,8753,106,41024.55943007124
US,5516,71,42558.44456446262
US,15422,186,40089.42265200551
US,12788,139,37239.37099592312
US,1850,20,38318.14415907208
US,4281,49,33009.484154522324
US,16326,154,31977.90574685627
US,2668,32,32873.33661902415
US,5396,52,30472.103004291846
US,1447,20,37869.66762627584
US,1576,19,23713.51188684923
US,15932,135,32572.11784188253
US,8886,131,32772.73733126798
US,20182,143,35562.995594713655
US,3224,33,33548.3870967742
US,13589,185,36060.39698545802
US,7873,80,36159.463555780094
US,5182,46,24403.108076289147
US,5572,44,44873.96311508416
US,166146,1216,31206.811381603784
US,36784,386,33482.00469680144
US,41814,171,32416.466392743623
US,16232,245,32660.616913821203
US,37187,421,34220.430849644334
US,210403,1544,30207.09655652624
US,6844,45,43653.527235616784
US,11614,92,34062.64664476772
US,13246,145,37157.76481149013
US,12678,101,44300.789712768186
US,40343,373,38787.989500908574
US,16079,149,35789.96572140854
US,87637,857,33326.36158286623
US,14693,223,39492.00376293509
US,3481,34,30433.642245147752
US,4730,67,35406.84182947825
US,4663,73,33858.55358698809
US,9086,109,30611.14480156324
US,98211,525,31910.102867688627
US,64188,332,37423.69561034766
US,4598,29,37700.88553624139
US,4931,51,31942.73498736801
US,11440,135,33028.264572566906
US,12176,112,42852.115154501305
US,12381,138,36784.71685780498
US,4939,51,34059.72001930901
US,17498,141,34551.66558063306
US,3,0,
US,59913,579,33437.51220846193
US,9157,101,43779.88143048384
US,5584,23,34165.44297601566
US,6159,70,39579.71852708695
US,1266,9,30308.834091453195
US,2057,23,38556.70103092784
US,1421,11,24760.411221467155
US,12948,135,40740.04153294318
US,6317,77,40720.68587636176
US,42574,519,30007.259707215304
US,10361,106,44106.25345877145
US,76600,445,39348.23703460179
US,2474,18,36554.37352245863
US,1575,14,31811.755200969503
US,7605,81,35152.99990755293
US,81204,802,31270.072318107254
US,1891,39,35398.72706851367
US,15058,189,33839.723133623986
US,46151,514,35015.13622603431
US,66,5065,
US,6858,70,41181.76905062151
US,35285,325,46575.93917474062
US,4837,30,41987.84722222222
US,5073,93,30117.54927570648
US,4140,36,29812.05443940376
US,6611,94,40770.8911501696
US,5445,55,40223.09226564231
US,19530,244,35396.465790666065
US,216951,1693,31408.35303434128
US,28971,275,43501.959547727376
US,100711,901,35640.827824412896
US,12654,121,32902.5715697236
US,8751,120,24459.848506023423
US,124359,1284,32786.535160915264
US,26876,270,32079.63809546545
US,2985,28,34122.08504801097
US,3701,82,31476.44157169587
US,17386,204,25626.81485193756
US,2984,63,19772.06467002385
US,4926,74,24317.51986967468
US,14090,182,37384.9133699488
US,41291,435,34903.04474987743
US,8155,101,31096.28217349857
US,10719,146,33084.354455384426
US,3098,41,29289.968800226907
US,9069,165,27192.58792839795
US,13654,164,31406.555491661875
US,16256,150,32868.29228840632
US,8582,155,32312.96359049663
US,30191,503,26452.008586323213
US,15090,179,35309.809060277046
US,61477,794,29793.8848798833
US,8378,163,36265.25841918449
US,24235,331,30863.961692264587
US,6424,111,39300.13458950202
US,5205,69,22871.07830213552
US,5774,115,28907.57985380995
US,14364,160,42675.06461867554
US,21036,392,31984.67363043379
US,9107,153,28528.914228431804
US,96944,723,28680.723408409787
US,25238,301,32286.869307133355
US,13373,166,33007.528076021226
US,47804,614,28068.65087986096
US,16226,258,33823.897273409486
US,30065,489,36422.9986431479
US,14368,175,39342.82584884995
US,15182,144,34324.342655603534
US,11067,163,32974.79292056493
US,5904,87,28890.19377568996
US,11231,180,34762.28797820973
US,8172,119,29464.57544618713
US,51015,661,32253.88355345932
US,14246,167,38929.87921517189
US,22957,256,28892.72049939589
US,6543,106,16516.887968899882
US,31801,405,28939.46563774025
US,134438,2008,27691.027471044898
US,14516,285,31994.710160899274
US,39768,701,30692.52676180259
US,268696,3238,27856.211291523166
US,14072,217,30420.68398979636
US,2619,30,25538.76157971721
US,10908,175,30712.918121410068
US,34476,325,23226.953938193503
US,12319,174,32132.60994313736
US,19602,305,27808.59424874803
US,3119,74,22304.061784897025
US,15737,177,32961.20978552279
US,1769,19,30110.63829787234
US,5941,106,30240.25246869592
US,6907,137,33208.32732342901
US,4345,52,25653.89384188463
US,5883,73,30690.17684803589
US,4497,55,36298.32916296715
US,47697,627,27993.004243231662
US,7909,63,31104.73119125339
US,3538,92,28640.815996114303
US,11196,138,29795.61422184373
US,7013,163,28433.0022298804
US,10091,150,35627.030080497105
US,6084,61,36692.599963814006
US,9473,115,39680.81095798601
US,17143,191,38326.36544523687
US,6156,64,30359.5206391478
US,84866,967,31220.70736426979
US,5626,112,24466.18830180474
US,11487,126,33205.18008903278
US,6403,86,30978.760462528426
US,2663,22,24769.78885685053
US,60936,463,31132.364661884618
US,3996,94,26379.720095062054
US,0,274,
US,2347,23,33271.90246668557
US,70796,691,39016.59401160644
US,4932,82,31823.461091753776
US,35132,453,32821.98845269904
US,10451,172,33717.253839205056
US,2380,30,28796.12825166364
US,24854,262,39452.04609670148
US,7179,95,25606.36324725353
US,23519,363,35697.589703114565
US,7610,144,26894.260672886627
US,8268,102,34304.2071197411
US,11448,91,33706.27723471911
US,1805,52,25237.695749440714
US,938,15,26041.088284286507
US,3248,68,23730.54723460217
US,3432,80,27619.50748430709
US,1311,25,23853.71179039301
US,7244,82,28247.2216806395
US,38980,528,29704.02657969336
US,6535,70,24910.42159030266
US,6386,89,25480.807597159044
US,5539,67,26158.205430932703
US,6988,66,35616.717635066256
US,3817,62,26435.348708359303
US,3072,26,31774.92759619363
US,5680,84,28167.617158442845
US,3333,88,25966.033032097228
US,5035,49,27030.65442637032
US,12769,181,30080.094228504124
US,3581,75,31873.609256786825
US,3163,37,26506.326992374088
US,2701,43,28749.33475252794
US,4843,54,30238.51148851149
US,4033,81,22981.36645962733
US,13865,173,29862.80126644985
US,5064,59,30107.015457788348
US,26870,160,28752.421003071064
US,1825,35,20277.777777777777
US,1847,29,23468.86912325285
US,4777,71,28081.82940450297
US,11291,165,28975.80003592784
US,4742,78,27477.112063970333
US,31008,330,31864.845700897124
US,2698,56,29300.608166811468
US,4959,88,25236.641221374044
US,4184,69,26748.497634573585
US,2960,50,29394.24031777557
US,1641,29,23577.58620689655
US,2051,28,23076.057605760576
US,3055,50,24975.474166121647
US,2773,48,25942.557769669755
US,3998,90,27062.88499289244
US,3287,51,30921.919096895577
US,5070,71,30096.16526178321
US,3846,101,27375.613922699125
US,6516,84,32655.106745514684
US,2312,37,25245.68683118585
US,3073,44,32151.07763130362
US,2148,51,31311.95335276968
US,4332,54,26767.177459218983
US,5537,75,28483.97551314368
US,10453,124,28110.79736452871
US,4424,63,24181.47034708937
US,44987,183,29765.118433240703
US,6467,84,31270.24805376916
US,2479,55,24194.8077298458
US,4362,98,29447.10727064065
US,9232,149,27429.658020619783
US,64756,668,28563.8668583981
US,2949,68,26724.05980969642
US,2186,34,25418.60465116279
US,3164,55,26916.20586984262
US,3704,46,22671.0735708165
US,5800,95,26250.282869427472
US,8910,136,26794.574925570625
US,11469,136,29132.058218395185
US,4004,47,26500.761135746907
US,2839,51,26818.43944832798
US,2091,53,24271.61926871736
US,2200,52,28545.47813675879
US,2596,60,26177.27135222345
US,11265,139,26403.993999624978
US,3887,73,28262.92445284665
US,1575,23,26435.045317220545
US,3845,56,25451.77732177137
US,2416,41,27188.83637182084
US,7174,114,28494.26063470628
US,1942,31,29339.779422873547
US,147524,1230,30097.049744879743
US,27969,354,30007.72482458211
US,4672,65,25248.594898400344
US,1318,42,26930.93583980384
US,2888,43,29708.87768748071
US,49015,449,28341.70796158272
US,3178,59,27745.765671381178
US,8987,99,25783.9621288194
US,23335,104,24027.719142889506
US,4671,101,27714.489142043432
US,1535,25,25077.60169906878
US,0,0,
US,3186,56,26027.28535250388
US,1699,28,24119.818285065303
US,10439,222,29852.15476564957
US,14506,157,28185.598259044807
US,6822,89,31058.5021625313
US,1520,35,23598.82005899705
US,12112,186,33734.40285204991
US,3466,48,33474.98551284528
US,4503,56,22525.136311340106
US,33209,357,32208.288477019018
US,2048,17,27746.91776182089
US,4051,71,32248.04967361885
US,5127,65,41450.40019403347
US,2585,38,32896.411300585394
US,5063,45,31500.03110806944
US,1234,13,27874.40704766208
US,7689,124,29826.60304899337
US,5619,64,38661.07059309206
US,3159,51,33030.112923462984
US,22573,238,33735.8580801363
US,798,10,30135.95166163142
US,1000,22,30769.23076923077
US,7447,99,37348.91418827423
US,733,16,27587.50470455401
US,609,8,30541.62487462387
US,2452,49,30642.339415146213
US,2672,50,30412.019121329387
US,2833,48,34637.486245262255
US,548,18,32235.29411764706
US,12437,176,35627.93628967572
US,15195,148,39144.21144829718
US,790,22,27944.81782808631
US,5906,107,31983.104083179896
US,2850,39,37500.0
US,34368,176,28110.813927808995
US,679,16,24267.333809864187
US,699,13,27628.45849802372
US,8442,92,29566.07011522432
US,2461,34,40331.03900360537
US,13435,128,36841.52795678285
US,12512,123,37217.04988250692
US,8235,104,32238.49044785468
US,11418,90,36053.04704767919
US,967,24,36684.37025796661
US,757,20,30499.597099113616
US,2800,40,39160.83916083916
US,1429,25,23864.39545758183
US,391,6,31737.012987012982
US,2222,26,37144.76763624206
US,553,6,21780.22843639228
US,1920,29,35320.08830022075
US,11960,137,34738.156786430045
US,1137,15,28654.233870967742
US,509,13,28372.35228539576
US,4640,40,35228.91200364437
US,5764,71,30268.34007246757
US,954,17,33136.50573115665
US,178296,1377,29597.56042901656
US,1381,22,35982.28243877019
US,2341,30,32732.102908277404
US,775,8,31313.131313131315
US,7991,89,40733.000305841575
US,370,12,24104.23452768729
US,24249,211,29659.48286406224
US,740,12,24983.119513842
US,3490,36,35968.257240028855
US,1021,16,36542.59126700072
US,12076,136,36378.97273685796
US,4032,56,33927.97038034332
US,2962,51,30514.06201710106
US,9609,142,33666.17616144629
US,1439,27,35680.63476320357
US,9651,107,28188.801588924263
US,1759,26,29419.63539053353
US,10986,181,34515.693235728424
US,1769,33,31476.86832740213
US,742,12,28681.87089292617
US,3796,67,37102.92249047014
US,6105,80,38139.56394077591
US,907,19,32981.818181818184
US,2457,39,45831.00167879127
US,4894,68,30685.309423788327
US,1012,21,29581.99356913183
US,1453,24,25473.35203366059
US,0,0,
US,2614,27,40754.59931400063
US,1691,33,32307.9862437906
US,7110,70,29159.66041914449
US,2281,40,24890.87734613706
US,805,11,31818.18181818182
US,22806,279,36785.05758250266
US,1551,22,33455.56514236411
US,3082,33,32316.24200482332
US,16451,110,22161.60146567518
US,1581,21,32134.146341463416
US,965,24,31785.24374176548
US,2155,43,31432.322053675613
US,17109,275,31552.449100029506
US,1577,38,32697.491188057225
US,171398,1709,33213.96320454537
US,8510,71,39714.3923837969
US,60744,740,34342.897526501765
US,902,19,35779.452598175325
US,1812,23,30623.626837924625
US,839,9,23416.131733184484
US,1401,32,33710.29836381136
US,530,12,26420.73778664008
US,1923,27,35059.25250683683
US,6649,85,29116.30758451568
US,3022,31,38858.17153143886
US,947,15,33785.23011059579
US,0,0,
US,1996,24,28798.15322464291
US,488,8,32147.562582345192
US,1633,27,30207.177210506845
US,598,10,28220.85889570552
US,3456,56,40539.589442815246
US,1036,17,33014.65901848311
US,54648,528,33034.11131059246
US,7849,115,40875.95042183106
US,8543,125,40079.75604034717
US,8514,79,37429.11153119092
US,1751,38,22198.275862068964
US,17377,239,39270.94397613505
US,4665,53,37320.0
US,11175,173,42927.9348494161
US,47400,353,35484.08830597166
US,7822,74,39529.00747928037
US,22965,212,49156.6419795368
US,11447,165,38080.50565535596
US,2761,29,33253.04106949295
US,5402,72,42771.17973079968
US,6698,89,32709.869609806123
US,29211,258,35764.48405896469
US,4769,58,37029.27245904185
US,5085,66,39891.73923276065
US,11819,105,30304.35117048281
US,30220,212,32291.844759788
US,1357,24,28508.40336134454
US,4334,55,40767.56655065375
US,12062,123,45012.50139941038
US,5400,84,33417.909524104216
US,20166,235,28620.08770809384
US,14559,83,40148.36058792709
